,Season,Season Encoding,Date,YearOfSeason,YearOfSeason Encoding,HomeTeam,HomeTeam Encoding,AwayTeam,AwayTeam Encoding,FTHG,FTAG,FTR,FTR Encoding,HTHG,HTAG,HTR,Referee,Referee Encoding,Fouls Called Per Game,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
108,Winter,1,12/12/2020,2020/21,1,Wolves,29,Aston Villa,-1,0.0,1.0,A,1,0.0,0.0,D,M Dean,23,14.0,16.0,13.0,7.0,2.0,23.0,15.0,5.0,8.0,2.0,5.0,0.0,0.0
109,Winter,1,12/12/2020,2020/21,1,Newcastle,17,West Brom,27,2.0,1.0,H,0,1.0,0.0,H,D England,22,14.0,12.0,13.0,7.0,3.0,9.0,12.0,4.0,3.0,2.0,3.0,0.0,0.0
110,Winter,1,12/12/2020,2020/21,1,Man United,15,Man City,14,0.0,0.0,D,2,0.0,0.0,D,C Kavanagh,7,14.0,11.0,9.0,2.0,2.0,13.0,6.0,4.0,3.0,1.0,1.0,0.0,0.0
111,Winter,1,12/12/2020,2020/21,1,Everton,7,Chelsea,5,1.0,0.0,H,0,1.0,0.0,H,J Moss,27,14.0,9.0,10.0,4.0,3.0,10.0,11.0,6.0,6.0,2.0,3.0,0.0,0.0
112,Winter,1,13/12/2020,2020/21,1,Southampton,21,Sheffield United,20,3.0,0.0,H,0,1.0,0.0,H,A Madley,20,15.0,16.0,3.0,6.0,0.0,8.0,14.0,8.0,4.0,0.0,1.0,0.0,0.0
113,Winter,1,13/12/2020,2020/21,1,Crystal Palace,6,Tottenham,25,1.0,1.0,D,2,0.0,1.0,A,K Friend,19,14.0,16.0,14.0,5.0,6.0,15.0,11.0,4.0,7.0,1.0,1.0,0.0,0.0
114,Winter,1,13/12/2020,2020/21,1,Fulham,8,Liverpool,13,1.0,1.0,D,2,1.0,0.0,H,A Marriner,14,13.0,10.0,12.0,5.0,6.0,9.0,5.0,6.0,8.0,3.0,1.0,0.0,0.0
115,Winter,1,13/12/2020,2020/21,1,Arsenal,0,Burnley,-1,0.0,1.0,A,1,0.0,0.0,D,G Scott,21,13.0,18.0,10.0,6.0,2.0,5.0,11.0,13.0,4.0,2.0,1.0,1.0,0.0
116,Winter,1,13/12/2020,2020/21,1,Leicester,12,Brighton,3,3.0,0.0,H,0,3.0,0.0,H,M Atkinson,16,13.0,15.0,12.0,6.0,4.0,9.0,11.0,9.0,5.0,2.0,1.0,0.0,0.0
117,Winter,1,15/12/2020,2020/21,1,Wolves,29,Chelsea,5,2.0,1.0,H,0,0.0,0.0,D,S Attwell,11,14.0,12.0,13.0,4.0,3.0,12.0,12.0,5.0,6.0,2.0,2.0,0.0,0.0
118,Winter,1,15/12/2020,2020/21,1,Man City,14,West Brom,27,1.0,1.0,D,2,1.0,1.0,D,P Bankes,3,13.0,26.0,5.0,7.0,1.0,5.0,8.0,13.0,2.0,2.0,3.0,0.0,0.0
119,Winter,1,16/12/2020,2020/21,1,Arsenal,0,Southampton,21,1.0,1.0,D,2,0.0,1.0,A,P Tierney,5,15.0,9.0,13.0,4.0,3.0,13.0,13.0,2.0,7.0,1.0,3.0,1.0,0.0
120,Winter,1,16/12/2020,2020/21,1,Leeds,11,Newcastle,17,5.0,2.0,H,0,1.0,1.0,D,S Hooper,0,14.0,25.0,10.0,10.0,4.0,10.0,13.0,7.0,4.0,3.0,1.0,0.0,0.0
121,Winter,1,16/12/2020,2020/21,1,Leicester,12,Everton,7,0.0,2.0,A,1,0.0,1.0,A,L Mason,4,14.0,14.0,11.0,2.0,6.0,12.0,9.0,4.0,6.0,2.0,3.0,0.0,0.0
122,Winter,1,16/12/2020,2020/21,1,Fulham,8,Brighton,3,0.0,0.0,D,2,0.0,0.0,D,R Jones,17,14.0,9.0,9.0,4.0,4.0,15.0,11.0,1.0,8.0,1.0,0.0,0.0,0.0
123,Winter,1,16/12/2020,2020/21,1,Liverpool,13,Tottenham,25,2.0,1.0,H,0,1.0,1.0,D,A Taylor,10,15.0,17.0,8.0,11.0,2.0,8.0,9.0,7.0,4.0,0.0,2.0,0.0,0.0
124,Winter,1,16/12/2020,2020/21,1,West Ham,28,Crystal Palace,6,1.0,1.0,D,2,0.0,1.0,A,D Coote,9,14.0,9.0,8.0,2.0,2.0,8.0,12.0,5.0,3.0,0.0,1.0,0.0,1.0
125,Winter,1,17/12/2020,2020/21,1,Aston Villa,-1,Burnley,-1,0.0,0.0,D,2,0.0,0.0,D,C Pawson,25,15.0,27.0,6.0,7.0,4.0,17.0,19.0,11.0,1.0,1.0,1.0,0.0,0.0
126,Winter,1,17/12/2020,2020/21,1,Sheffield United,20,Man United,15,2.0,3.0,A,1,1.0,2.0,A,M Oliver,28,14.0,12.0,14.0,6.0,8.0,17.0,8.0,6.0,3.0,3.0,2.0,0.0,0.0
127,Winter,1,19/12/2020,2020/21,1,Crystal Palace,6,Liverpool,13,0.0,7.0,A,1,0.0,3.0,A,J Moss,27,14.0,5.0,14.0,3.0,8.0,5.0,11.0,5.0,4.0,1.0,0.0,0.0,0.0
128,Winter,1,19/12/2020,2020/21,1,Southampton,21,Man City,14,0.0,1.0,A,1,0.0,1.0,A,M Dean,23,14.0,9.0,11.0,3.0,5.0,9.0,11.0,6.0,6.0,2.0,2.0,0.0,0.0
129,Winter,1,19/12/2020,2020/21,1,Everton,7,Arsenal,0,2.0,1.0,H,0,2.0,1.0,H,A Marriner,14,13.0,9.0,13.0,2.0,2.0,9.0,9.0,4.0,3.0,1.0,3.0,0.0,0.0
130,Winter,1,19/12/2020,2020/21,1,Newcastle,17,Fulham,8,1.0,1.0,D,2,0.0,1.0,A,G Scott,21,13.0,12.0,11.0,5.0,4.0,7.0,17.0,2.0,9.0,1.0,2.0,0.0,1.0
131,Winter,1,20/12/2020,2020/21,1,Brighton,3,Sheffield United,20,1.0,1.0,D,2,0.0,0.0,D,P Bankes,3,13.0,21.0,5.0,5.0,3.0,9.0,11.0,14.0,2.0,1.0,5.0,0.0,1.0
132,Winter,1,20/12/2020,2020/21,1,Tottenham,25,Leicester,12,0.0,2.0,A,1,0.0,1.0,A,C Pawson,25,15.0,8.0,17.0,3.0,4.0,15.0,14.0,5.0,3.0,2.0,2.0,0.0,0.0
133,Winter,1,20/12/2020,2020/21,1,Man United,15,Leeds,11,6.0,2.0,H,0,4.0,1.0,H,A Taylor,10,15.0,26.0,17.0,14.0,3.0,6.0,6.0,11.0,13.0,1.0,0.0,0.0,0.0
134,Winter,1,20/12/2020,2020/21,1,West Brom,27,Aston Villa,-1,0.0,3.0,A,1,0.0,1.0,A,M Atkinson,16,13.0,1.0,19.0,1.0,10.0,14.0,8.0,1.0,7.0,1.0,2.0,1.0,0.0
135,Winter,1,21/12/2020,2020/21,1,Burnley,-1,Wolves,29,2.0,1.0,H,0,1.0,0.0,H,L Mason,4,14.0,10.0,15.0,4.0,3.0,11.0,15.0,1.0,7.0,2.0,1.0,0.0,0.0
136,Winter,1,21/12/2020,2020/21,1,Chelsea,5,West Ham,28,3.0,0.0,H,0,1.0,0.0,H,C Kavanagh,7,14.0,11.0,6.0,7.0,0.0,11.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0
137,Winter,1,26/12/2020,2020/21,1,Leicester,12,Man United,15,2.0,2.0,D,2,1.0,1.0,D,M Dean,23,14.0,10.0,9.0,2.0,4.0,10.0,17.0,5.0,0.0,2.0,1.0,0.0,0.0
138,Winter,1,26/12/2020,2020/21,1,Aston Villa,-1,Crystal Palace,6,3.0,0.0,H,0,1.0,0.0,H,A Taylor,10,15.0,21.0,13.0,10.0,6.0,18.0,16.0,4.0,4.0,1.0,4.0,1.0,0.0
139,Winter,1,26/12/2020,2020/21,1,Fulham,8,Southampton,21,0.0,0.0,D,2,0.0,0.0,D,D England,22,14.0,10.0,3.0,1.0,2.0,15.0,12.0,6.0,3.0,2.0,0.0,0.0,0.0
140,Winter,1,26/12/2020,2020/21,1,Arsenal,0,Chelsea,5,3.0,1.0,H,0,2.0,0.0,H,M Oliver,28,14.0,15.0,19.0,7.0,3.0,13.0,10.0,7.0,9.0,2.0,1.0,0.0,0.0
141,Winter,1,26/12/2020,2020/21,1,Man City,14,Newcastle,17,2.0,0.0,H,0,1.0,0.0,H,A Marriner,14,13.0,11.0,7.0,6.0,2.0,5.0,12.0,7.0,3.0,2.0,2.0,0.0,0.0
142,Winter,1,26/12/2020,2020/21,1,Sheffield United,20,Everton,7,0.0,1.0,A,1,0.0,0.0,D,D Coote,9,14.0,10.0,7.0,2.0,3.0,11.0,10.0,6.0,3.0,2.0,4.0,0.0,0.0
143,Winter,1,27/12/2020,2020/21,1,Leeds,11,Burnley,-1,1.0,0.0,H,0,1.0,0.0,H,R Jones,17,14.0,11.0,14.0,4.0,6.0,8.0,14.0,4.0,12.0,0.0,3.0,0.0,0.0
144,Winter,1,27/12/2020,2020/21,1,West Ham,28,Brighton,3,2.0,2.0,D,2,0.0,1.0,A,S Hooper,0,14.0,11.0,13.0,4.0,4.0,6.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0
145,Winter,1,27/12/2020,2020/21,1,Liverpool,13,West Brom,27,1.0,1.0,D,2,1.0,0.0,H,K Friend,19,14.0,17.0,5.0,2.0,3.0,8.0,5.0,8.0,3.0,0.0,1.0,0.0,0.0
146,Winter,1,27/12/2020,2020/21,1,Wolves,29,Tottenham,25,1.0,1.0,D,2,0.0,1.0,A,P Tierney,5,15.0,11.0,6.0,6.0,3.0,20.0,13.0,9.0,2.0,4.0,1.0,0.0,0.0
147,Winter,1,28/12/2020,2020/21,1,Crystal Palace,6,Leicester,12,1.0,1.0,D,2,0.0,0.0,D,G Scott,21,13.0,4.0,17.0,1.0,3.0,10.0,7.0,2.0,5.0,0.0,1.0,0.0,0.0
148,Winter,1,28/12/2020,2020/21,1,Chelsea,5,Aston Villa,-1,1.0,1.0,D,2,1.0,0.0,H,S Attwell,11,14.0,16.0,10.0,5.0,2.0,16.0,3.0,11.0,4.0,3.0,1.0,0.0,0.0
149,Winter,1,29/12/2020,2020/21,1,Brighton,3,Arsenal,0,0.0,1.0,A,1,0.0,0.0,D,M Atkinson,16,13.0,13.0,11.0,2.0,3.0,11.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0
150,Winter,1,29/12/2020,2020/21,1,Burnley,-1,Sheffield United,20,1.0,0.0,H,0,1.0,0.0,H,C Kavanagh,7,14.0,5.0,7.0,3.0,3.0,13.0,17.0,3.0,5.0,1.0,2.0,0.0,0.0
151,Winter,1,29/12/2020,2020/21,1,Southampton,21,West Ham,28,0.0,0.0,D,2,0.0,0.0,D,A Madley,20,15.0,8.0,8.0,3.0,3.0,16.0,15.0,4.0,3.0,3.0,1.0,0.0,0.0
152,Winter,1,29/12/2020,2020/21,1,West Brom,27,Leeds,11,0.0,5.0,A,1,0.0,4.0,A,L Mason,4,14.0,4.0,14.0,1.0,6.0,7.0,10.0,3.0,10.0,0.0,1.0,0.0,0.0
153,Winter,1,29/12/2020,2020/21,1,Man United,15,Wolves,29,1.0,0.0,H,0,0.0,0.0,D,J Moss,27,14.0,11.0,9.0,3.0,5.0,11.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0
154,Winter,1,30/12/2020,2020/21,1,Newcastle,17,Liverpool,13,0.0,0.0,D,2,0.0,0.0,D,P Tierney,5,15.0,8.0,11.0,2.0,4.0,9.0,13.0,5.0,12.0,2.0,3.0,0.0,0.0
155,Winter,1,01/01/2021,2020/21,1,Everton,7,West Ham,28,0.0,1.0,A,1,0.0,0.0,D,K Friend,19,14.0,10.0,11.0,2.0,5.0,9.0,7.0,5.0,4.0,2.0,0.0,0.0,0.0
156,Winter,1,01/01/2021,2020/21,1,Man United,15,Aston Villa,-1,2.0,1.0,H,0,1.0,0.0,H,M Oliver,28,14.0,19.0,5.0,9.0,5.0,22.0,10.0,5.0,10.0,4.0,0.0,0.0,0.0
157,Winter,1,02/01/2021,2020/21,1,Tottenham,25,Leeds,11,3.0,0.0,H,0,2.0,0.0,H,D Coote,9,14.0,20.0,18.0,7.0,5.0,15.0,13.0,3.0,5.0,2.0,1.0,1.0,0.0
158,Winter,1,02/01/2021,2020/21,1,Crystal Palace,6,Sheffield United,20,2.0,0.0,H,0,2.0,0.0,H,S Attwell,11,14.0,9.0,7.0,4.0,2.0,8.0,18.0,3.0,6.0,1.0,3.0,0.0,0.0
159,Winter,1,02/01/2021,2020/21,1,Brighton,3,Wolves,29,3.0,3.0,D,2,1.0,3.0,A,A Madley,20,15.0,13.0,11.0,4.0,4.0,13.0,8.0,5.0,8.0,2.0,1.0,0.0,0.0
160,Winter,1,02/01/2021,2020/21,1,West Brom,27,Arsenal,0,0.0,4.0,A,1,0.0,2.0,A,M Atkinson,16,13.0,7.0,21.0,3.0,12.0,7.0,4.0,3.0,5.0,1.0,2.0,0.0,0.0
161,Winter,1,03/01/2021,2020/21,1,Newcastle,17,Leicester,12,1.0,2.0,A,1,0.0,0.0,D,R Jones,17,14.0,8.0,9.0,2.0,3.0,10.0,11.0,3.0,6.0,0.0,2.0,0.0,0.0
162,Winter,1,03/01/2021,2020/21,1,Chelsea,5,Man City,14,1.0,3.0,A,1,0.0,3.0,A,A Taylor,10,15.0,9.0,18.0,2.0,6.0,11.0,10.0,5.0,3.0,3.0,1.0,0.0,0.0
163,Winter,1,04/01/2021,2020/21,1,Southampton,21,Liverpool,13,1.0,0.0,H,0,1.0,0.0,H,A Marriner,14,13.0,7.0,17.0,3.0,1.0,5.0,12.0,1.0,10.0,1.0,3.0,0.0,0.0
164,Winter,1,12/01/2021,,-1,Sheffield United,20,Newcastle,17,1.0,0.0,H,0,0.0,0.0,D,A Madley,20,15.0,17.0,7.0,4.0,3.0,13.0,12.0,5.0,2.0,2.0,3.0,0.0,1.0
165,Winter,1,12/01/2021,,-1,Burnley,-1,Man United,15,0.0,1.0,A,1,0.0,0.0,D,K Friend,19,14.0,11.0,13.0,0.0,7.0,15.0,13.0,3.0,4.0,1.0,2.0,0.0,0.0
166,Winter,1,12/01/2021,,-1,Wolves,29,Everton,7,1.0,2.0,A,1,1.0,1.0,D,M Atkinson,16,13.0,12.0,5.0,3.0,3.0,6.0,11.0,6.0,5.0,2.0,2.0,0.0,0.0
167,Winter,1,13/01/2021,2020/21,1,Man City,14,Brighton,3,1.0,0.0,H,0,1.0,0.0,H,D England,22,14.0,16.0,5.0,6.0,1.0,4.0,12.0,8.0,4.0,0.0,2.0,0.0,0.0
168,Winter,1,13/01/2021,2020/21,1,Tottenham,25,Fulham,8,1.0,1.0,D,2,1.0,0.0,H,P Tierney,5,15.0,15.0,15.0,6.0,4.0,13.0,15.0,6.0,5.0,1.0,2.0,0.0,0.0
169,Winter,1,14/01/2021,2020/21,1,Arsenal,0,Crystal Palace,6,0.0,0.0,D,2,0.0,0.0,D,A Marriner,14,13.0,11.0,12.0,4.0,2.0,10.0,11.0,7.0,3.0,1.0,1.0,0.0,0.0
170,Winter,1,16/01/2021,2020/21,1,Wolves,29,West Brom,27,2.0,3.0,A,1,2.0,1.0,H,M Oliver,28,14.0,23.0,12.0,6.0,5.0,10.0,14.0,11.0,0.0,2.0,1.0,0.0,0.0
171,Winter,1,16/01/2021,2020/21,1,Leeds,11,Brighton,3,0.0,1.0,A,1,0.0,1.0,A,K Friend,19,14.0,7.0,7.0,2.0,2.0,8.0,9.0,5.0,2.0,1.0,1.0,0.0,0.0
172,Winter,1,16/01/2021,2020/21,1,West Ham,28,Burnley,-1,1.0,0.0,H,0,1.0,0.0,H,C Kavanagh,7,14.0,15.0,10.0,4.0,2.0,12.0,9.0,7.0,4.0,2.0,1.0,0.0,0.0
173,Winter,1,16/01/2021,2020/21,1,Fulham,8,Chelsea,5,0.0,1.0,A,1,0.0,0.0,D,P Bankes,3,13.0,10.0,21.0,3.0,6.0,11.0,10.0,1.0,12.0,2.0,3.0,1.0,0.0
174,Winter,1,16/01/2021,2020/21,1,Leicester,12,Southampton,21,2.0,0.0,H,0,1.0,0.0,H,S Attwell,11,14.0,16.0,8.0,5.0,3.0,10.0,11.0,2.0,5.0,2.0,2.0,0.0,0.0
175,Winter,1,17/01/2021,2020/21,1,Sheffield United,20,Tottenham,25,1.0,3.0,A,1,0.0,2.0,A,A Marriner,14,13.0,15.0,14.0,5.0,5.0,13.0,4.0,5.0,7.0,4.0,0.0,0.0,0.0
176,Winter,1,17/01/2021,2020/21,1,Liverpool,13,Man United,15,0.0,0.0,D,2,0.0,0.0,D,P Tierney,5,15.0,17.0,8.0,3.0,4.0,15.0,6.0,7.0,3.0,2.0,1.0,0.0,0.0
177,Winter,1,17/01/2021,2020/21,1,Man City,14,Crystal Palace,6,4.0,0.0,H,0,1.0,0.0,H,L Mason,4,14.0,13.0,2.0,6.0,0.0,9.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0
178,Winter,1,18/01/2021,2020/21,1,Arsenal,0,Newcastle,17,3.0,0.0,H,0,0.0,0.0,D,D Coote,9,14.0,20.0,4.0,6.0,1.0,9.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0
179,Winter,1,19/01/2021,2020/21,1,West Ham,28,West Brom,27,2.0,1.0,H,0,1.0,0.0,H,G Scott,21,13.0,14.0,6.0,6.0,2.0,10.0,10.0,3.0,1.0,0.0,1.0,0.0,0.0
180,Winter,1,19/01/2021,2020/21,1,Leicester,12,Chelsea,5,2.0,0.0,H,0,2.0,0.0,H,C Pawson,25,15.0,8.0,9.0,6.0,5.0,7.0,16.0,6.0,3.0,1.0,3.0,0.0,0.0
181,Winter,1,20/01/2021,2020/21,1,Man City,14,Aston Villa,-1,2.0,0.0,H,0,0.0,0.0,D,J Moss,27,14.0,28.0,11.0,9.0,4.0,10.0,9.0,16.0,2.0,0.0,2.0,0.0,0.0
182,Winter,1,20/01/2021,2020/21,1,Fulham,8,Man United,15,1.0,2.0,A,1,1.0,1.0,D,M Atkinson,16,13.0,12.0,15.0,5.0,5.0,6.0,10.0,2.0,8.0,3.0,1.0,0.0,0.0
183,Winter,1,21/01/2021,2020/21,1,Liverpool,13,Burnley,-1,0.0,1.0,A,1,0.0,0.0,D,M Dean,23,14.0,27.0,6.0,6.0,4.0,11.0,8.0,12.0,0.0,2.0,1.0,0.0,0.0
184,Winter,1,23/01/2021,2020/21,1,Aston Villa,-1,Newcastle,17,2.0,0.0,H,0,2.0,0.0,H,S Hooper,0,14.0,14.0,7.0,5.0,1.0,9.0,18.0,5.0,4.0,0.0,3.0,0.0,0.0
185,Winter,1,26/01/2021,2020/21,1,Crystal Palace,6,West Ham,28,2.0,3.0,A,1,1.0,2.0,A,S Attwell,11,14.0,6.0,17.0,3.0,7.0,9.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0
186,Winter,1,26/01/2021,2020/21,1,Newcastle,17,Leeds,11,1.0,2.0,A,1,0.0,1.0,A,A Taylor,10,15.0,22.0,9.0,5.0,2.0,10.0,15.0,9.0,5.0,1.0,3.0,0.0,0.0
187,Winter,1,26/01/2021,2020/21,1,Southampton,21,Arsenal,0,1.0,3.0,A,1,1.0,2.0,A,K Friend,19,14.0,13.0,9.0,5.0,5.0,11.0,6.0,4.0,5.0,1.0,2.0,0.0,0.0
188,Winter,1,26/01/2021,2020/21,1,West Brom,27,Man City,14,0.0,5.0,A,1,0.0,4.0,A,C Kavanagh,7,14.0,4.0,18.0,1.0,7.0,8.0,8.0,3.0,8.0,2.0,0.0,0.0,0.0
189,Winter,1,27/01/2021,2020/21,1,Burnley,-1,Aston Villa,-1,3.0,2.0,H,0,0.0,1.0,A,P Tierney,5,15.0,10.0,18.0,5.0,10.0,16.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0
190,Winter,1,27/01/2021,2020/21,1,Chelsea,5,Wolves,29,0.0,0.0,D,2,0.0,0.0,D,A Madley,20,15.0,14.0,4.0,5.0,0.0,14.0,7.0,13.0,1.0,1.0,1.0,0.0,0.0
191,Winter,1,27/01/2021,2020/21,1,Brighton,3,Fulham,8,0.0,0.0,D,2,0.0,0.0,D,C Pawson,25,15.0,16.0,10.0,5.0,3.0,10.0,14.0,10.0,0.0,2.0,1.0,0.0,0.0
192,Winter,1,27/01/2021,2020/21,1,Everton,7,Leicester,12,1.0,1.0,D,2,1.0,0.0,H,M Dean,23,14.0,8.0,19.0,2.0,6.0,12.0,10.0,5.0,11.0,1.0,1.0,0.0,0.0
193,Winter,1,27/01/2021,2020/21,1,Man United,15,Sheffield United,20,1.0,2.0,A,1,0.0,1.0,A,P Bankes,3,13.0,16.0,5.0,4.0,3.0,10.0,12.0,7.0,2.0,1.0,1.0,0.0,0.0
194,Winter,1,28/01/2021,2020/21,1,Tottenham,25,Liverpool,13,1.0,3.0,A,1,0.0,1.0,A,M Atkinson,16,13.0,3.0,14.0,2.0,7.0,9.0,11.0,1.0,2.0,1.0,2.0,0.0,0.0
195,Winter,1,30/01/2021,2020/21,1,Everton,7,Newcastle,17,0.0,2.0,A,1,0.0,0.0,D,S Attwell,11,14.0,11.0,13.0,3.0,3.0,13.0,6.0,7.0,12.0,3.0,4.0,0.0,0.0
196,Winter,1,30/01/2021,2020/21,1,Crystal Palace,6,Wolves,29,1.0,0.0,H,0,0.0,0.0,D,S Hooper,0,14.0,11.0,6.0,2.0,4.0,7.0,10.0,1.0,6.0,1.0,2.0,0.0,0.0
197,Winter,1,30/01/2021,2020/21,1,Man City,14,Sheffield United,20,1.0,0.0,H,0,1.0,0.0,H,D Coote,9,14.0,10.0,4.0,5.0,1.0,7.0,10.0,10.0,0.0,0.0,3.0,0.0,0.0
198,Winter,1,30/01/2021,2020/21,1,West Brom,27,Fulham,8,2.0,2.0,D,2,0.0,1.0,A,A Taylor,10,15.0,5.0,12.0,3.0,7.0,9.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0
199,Winter,1,30/01/2021,2020/21,1,Arsenal,0,Man United,15,0.0,0.0,D,2,0.0,0.0,D,M Oliver,28,14.0,17.0,14.0,3.0,3.0,9.0,16.0,4.0,7.0,1.0,3.0,0.0,0.0
200,Winter,1,30/01/2021,2020/21,1,Southampton,21,Aston Villa,-1,0.0,1.0,A,1,0.0,1.0,A,L Mason,4,14.0,20.0,8.0,5.0,4.0,12.0,11.0,7.0,1.0,1.0,0.0,0.0,0.0
201,Winter,1,31/01/2021,2020/21,1,Chelsea,5,Burnley,-1,2.0,0.0,H,0,1.0,0.0,H,G Scott,21,13.0,19.0,1.0,8.0,0.0,7.0,9.0,4.0,2.0,0.0,1.0,0.0,0.0
202,Winter,1,31/01/2021,2020/21,1,Leicester,12,Leeds,11,1.0,3.0,A,1,1.0,1.0,D,C Kavanagh,7,14.0,18.0,8.0,8.0,7.0,17.0,16.0,6.0,4.0,0.0,3.0,0.0,0.0
203,Winter,1,31/01/2021,2020/21,1,West Ham,28,Liverpool,13,1.0,3.0,A,1,0.0,0.0,D,J Moss,27,14.0,8.0,14.0,2.0,5.0,7.0,8.0,6.0,5.0,2.0,0.0,0.0,0.0
204,Winter,1,31/01/2021,2020/21,1,Brighton,3,Tottenham,25,1.0,0.0,H,0,1.0,0.0,H,P Bankes,3,13.0,16.0,8.0,5.0,4.0,11.0,11.0,9.0,2.0,2.0,1.0,0.0,0.0
205,Winter,1,02/02/2021,2020/21,1,Sheffield United,20,West Brom,27,2.0,1.0,H,0,0.0,1.0,A,P Tierney,5,15.0,14.0,8.0,6.0,4.0,11.0,9.0,9.0,2.0,2.0,1.0,0.0,0.0
206,Winter,1,02/02/2021,2020/21,1,Wolves,29,Arsenal,0,2.0,1.0,H,0,1.0,1.0,D,C Pawson,25,15.0,11.0,9.0,7.0,3.0,11.0,8.0,9.0,6.0,3.0,2.0,0.0,2.0
207,Winter,1,02/02/2021,2020/21,1,Man United,15,Southampton,21,9.0,0.0,H,0,4.0,0.0,H,M Dean,23,14.0,24.0,3.0,14.0,1.0,11.0,6.0,5.0,3.0,2.0,3.0,0.0,2.0
208,Winter,1,02/02/2021,2020/21,1,Newcastle,17,Crystal Palace,6,1.0,2.0,A,1,1.0,2.0,A,D England,22,14.0,21.0,6.0,5.0,3.0,14.0,11.0,9.0,1.0,1.0,3.0,0.0,0.0
209,Winter,1,03/02/2021,2020/21,1,Burnley,-1,Man City,14,0.0,2.0,A,1,0.0,2.0,A,M Atkinson,16,13.0,2.0,17.0,0.0,6.0,8.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0
210,Winter,1,03/02/2021,2020/21,1,Fulham,8,Leicester,12,0.0,2.0,A,1,0.0,2.0,A,R Jones,17,14.0,8.0,9.0,1.0,5.0,17.0,10.0,5.0,2.0,3.0,1.0,0.0,0.0
211,Winter,1,03/02/2021,2020/21,1,Leeds,11,Everton,7,1.0,2.0,A,1,0.0,2.0,A,M Oliver,28,14.0,16.0,10.0,7.0,6.0,12.0,12.0,7.0,1.0,2.0,3.0,0.0,0.0
212,Winter,1,03/02/2021,2020/21,1,Aston Villa,-1,West Ham,28,1.0,3.0,A,1,0.0,0.0,D,A Madley,20,15.0,9.0,20.0,2.0,10.0,11.0,15.0,7.0,3.0,1.0,1.0,0.0,0.0
213,Winter,1,03/02/2021,2020/21,1,Liverpool,13,Brighton,3,0.0,1.0,A,1,0.0,0.0,D,K Friend,19,14.0,11.0,13.0,1.0,4.0,12.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0
214,Winter,1,04/02/2021,,-1,Tottenham,25,Chelsea,5,0.0,1.0,A,1,0.0,1.0,A,A Marriner,14,13.0,7.0,18.0,2.0,2.0,20.0,14.0,2.0,7.0,2.0,3.0,0.0,0.0
215,Winter,1,06/02/2021,,-1,Aston Villa,-1,Arsenal,0,1.0,0.0,H,0,1.0,0.0,H,C Kavanagh,7,14.0,12.0,14.0,8.0,3.0,12.0,12.0,3.0,7.0,3.0,2.0,0.0,0.0
216,Winter,1,06/02/2021,,-1,Burnley,-1,Brighton,3,1.0,1.0,D,2,0.0,1.0,A,A Taylor,10,15.0,20.0,10.0,7.0,2.0,8.0,10.0,8.0,7.0,2.0,0.0,0.0,0.0
217,Winter,1,06/02/2021,,-1,Newcastle,17,Southampton,21,3.0,2.0,H,0,3.0,1.0,H,C Pawson,25,15.0,6.0,14.0,4.0,5.0,11.0,14.0,0.0,7.0,2.0,1.0,1.0,0.0
218,Winter,1,06/02/2021,,-1,Fulham,8,West Ham,28,0.0,0.0,D,2,0.0,0.0,D,M Dean,23,14.0,20.0,8.0,2.0,1.0,11.0,10.0,7.0,3.0,1.0,2.0,0.0,1.0
219,Winter,1,06/02/2021,,-1,Man United,15,Everton,7,3.0,3.0,D,2,2.0,0.0,H,J Moss,27,14.0,14.0,6.0,5.0,3.0,14.0,10.0,5.0,1.0,2.0,1.0,0.0,0.0
220,Winter,1,07/02/2021,,-1,Tottenham,25,West Brom,27,2.0,0.0,H,0,0.0,0.0,D,S Attwell,11,14.0,13.0,4.0,6.0,1.0,16.0,12.0,8.0,0.0,1.0,2.0,0.0,0.0
221,Winter,1,07/02/2021,,-1,Wolves,29,Leicester,12,0.0,0.0,D,2,0.0,0.0,D,M Atkinson,16,13.0,13.0,13.0,1.0,3.0,11.0,15.0,8.0,2.0,1.0,3.0,0.0,0.0
222,Winter,1,07/02/2021,,-1,Liverpool,13,Man City,14,1.0,4.0,A,1,0.0,0.0,D,M Oliver,28,14.0,8.0,8.0,3.0,5.0,13.0,8.0,6.0,1.0,2.0,1.0,0.0,0.0
223,Winter,1,07/02/2021,,-1,Sheffield United,20,Chelsea,5,1.0,2.0,A,1,0.0,1.0,A,K Friend,19,14.0,8.0,9.0,3.0,3.0,8.0,8.0,1.0,8.0,1.0,0.0,0.0,0.0
